country,ccode,region,ageBucket,arrival,familyStatus,gender,gpi,hdi,count
Syria,syr,Western Asia,30-49,12-2018,F,F,3.6,0.536,5
Syria,syr,Western Asia,30-49,12-2018,S,M,3.6,0.536,5
Syria,syr,Western Asia,30-49,12-2018,S,F,3.6,0.536,1
Syria,syr,Western Asia,30-49,10-2017,F,M,3.814,0.536,20
Syria,syr,Western Asia,30-49,10-2017,F,F,3.814,0.536,19
Syria,syr,Western Asia,30-49,10-2017,S,M,3.814,0.536,22
Syria,syr,Western Asia,30-49,10-2017,S,F,3.814,0.536,5
Syria,syr,Western Asia,30-49,12-2017,F,M,3.814,0.536,7
Syria,syr,Western Asia,30-49,12-2017,F,F,3.814,0.536,5
Syria,syr,Western Asia,30-49,12-2017,S,M,3.814,0.536,12
Syria,syr,Western Asia,30-49,12-2017,S,F,3.814,0.536,4
Syria,syr,Western Asia,30-49,11-2017,F,M,3.814,0.536,9
Syria,syr,Western Asia,30-49,11-2017,F,F,3.814,0.536,7
Syria,syr,Western Asia,30-49,11-2017,S,M,3.814,0.536,7
Syria,syr,Western Asia,30-49,11-2017,S,F,3.814,0.536,6
Syria,syr,Western Asia,30-49,4-2015,F,M,3.645,0.538,7
Syria,syr,Western Asia,30-49,4-2015,F,F,3.645,0.538,7
Syria,syr,Western Asia,30-49,4-2015,S,M,3.645,0.538,12
Syria,syr,Western Asia,30-49,4-2015,S,F,3.645,0.538,4
Syria,syr,Western Asia,30-49,5-2017,F,M,3.814,0.536,18
Syria,syr,Western Asia,30-49,5-2017,F,F,3.814,0.536,15
Syria,syr,Western Asia,30-49,5-2017,S,M,3.814,0.536,13
Syria,syr,Western Asia,30-49,5-2017,S,F,3.814,0.536,8
Syria,syr,Western Asia,30-49,10-2015,F,M,3.645,0.538,8
Syria,syr,Western Asia,30-49,10-2015,F,F,3.645,0.538,5
Syria,syr,Western Asia,30-49,10-2015,S,M,3.645,0.538,12
Syria,syr,Western Asia,30-49,10-2015,S,F,3.645,0.538,2
Syria,syr,Western Asia,30-49,6-2016,F,M,3.806,0.536,11
Syria,syr,Western Asia,30-49,6-2016,F,F,3.806,0.536,11
Syria,syr,Western Asia,30-49,6-2016,S,M,3.806,0.536,16
Syria,syr,Western Asia,30-49,6-2016,S,F,3.806,0.536,14
Syria,syr,Western Asia,30-49,7-2018,F,M,3.6,0.536,22
Syria,syr,Western Asia,30-49,7-2018,F,F,3.6,0.536,15
Syria,syr,Western Asia,30-49,7-2018,S,M,3.6,0.536,15
Syria,syr,Western Asia,30-49,7-2018,S,F,3.6,0.536,10
Syria,syr,Western Asia,30-49,4-2016,F,M,3.806,0.536,9
Syria,syr,Western Asia,30-49,4-2016,F,F,3.806,0.536,10
Syria,syr,Western Asia,30-49,4-2016,S,M,3.806,0.536,17
Syria,syr,Western Asia,30-49,4-2016,S,F,3.806,0.536,11
Syria,syr,Western Asia,30-49,11-2015,F,M,3.645,0.538,7
Syria,syr,Western Asia,30-49,11-2015,F,F,3.645,0.538,7
Syria,syr,Western Asia,30-49,11-2015,S,M,3.645,0.538,6
Syria,syr,Western Asia,30-49,11-2015,S,F,3.645,0.538,2
Syria,syr,Western Asia,30-49,2-2017,F,M,3.814,0.536,9
Syria,syr,Western Asia,30-49,2-2017,F,F,3.814,0.536,6
Syria,syr,Western Asia,30-49,2-2017,S,M,3.814,0.536,12
Syria,syr,Western Asia,30-49,2-2017,S,F,3.814,0.536,4
Syria,syr,Western Asia,30-49,6-2018,F,M,3.6,0.536,11
Syria,syr,Western Asia,30-49,6-2018,F,F,3.6,0.536,12
Syria,syr,Western Asia,30-49,6-2018,S,M,3.6,0.536,11
Syria,syr,Western Asia,30-49,6-2018,S,F,3.6,0.536,11
Syria,syr,Western Asia,30-49,2-2018,F,M,3.6,0.536,11
Syria,syr,Western Asia,30-49,2-2018,F,F,3.6,0.536,10
Syria,syr,Western Asia,30-49,2-2018,S,M,3.6,0.536,4
Syria,syr,Western Asia,30-49,2-2018,S,F,3.6,0.536,6
Syria,syr,Western Asia,30-49,3-2015,F,M,3.645,0.538,10
Syria,syr,Western Asia,30-49,3-2015,F,F,3.645,0.538,8
Syria,syr,Western Asia,30-49,3-2015,S,M,3.645,0.538,6
Syria,syr,Western Asia,30-49,3-2015,S,F,3.645,0.538,4
Syria,syr,Western Asia,30-49,7-2015,F,M,3.645,0.538,12
Syria,syr,Western Asia,30-49,7-2015,F,F,3.645,0.538,8
Syria,syr,Western Asia,30-49,7-2015,S,M,3.645,0.538,9
Syria,syr,Western Asia,30-49,7-2015,S,F,3.645,0.538,7
Syria,syr,Western Asia,30-49,8-2015,F,M,3.645,0.538,3
Syria,syr,Western Asia,30-49,8-2015,F,F,3.645,0.538,6
Syria,syr,Western Asia,30-49,8-2015,S,M,3.645,0.538,12
Syria,syr,Western Asia,30-49,8-2015,S,F,3.645,0.538,11
Syria,syr,Western Asia,30-49,6-2015,F,M,3.645,0.538,16
Syria,syr,Western Asia,30-49,6-2015,F,F,3.645,0.538,13
Syria,syr,Western Asia,30-49,6-2015,S,M,3.645,0.538,11
Syria,syr,Western Asia,30-49,6-2015,S,F,3.645,0.538,8
Syria,syr,Western Asia,30-49,1-2018,F,M,3.6,0.536,5
Syria,syr,Western Asia,30-49,1-2018,F,F,3.6,0.536,7
Syria,syr,Western Asia,30-49,1-2018,S,M,3.6,0.536,3
Syria,syr,Western Asia,30-49,1-2018,S,F,3.6,0.536,4
Syria,syr,Western Asia,30-49,2-2015,F,M,3.645,0.538,4
Syria,syr,Western Asia,30-49,2-2015,F,F,3.645,0.538,4
Syria,syr,Western Asia,30-49,2-2015,S,M,3.645,0.538,6
Syria,syr,Western Asia,30-49,2-2015,S,F,3.645,0.538,7
Syria,syr,Western Asia,30-49,4-2018,F,M,3.6,0.536,8
Syria,syr,Western Asia,30-49,4-2018,F,F,3.6,0.536,9
Syria,syr,Western Asia,30-49,4-2018,S,M,3.6,0.536,5
Syria,syr,Western Asia,30-49,4-2018,S,F,3.6,0.536,2
Syria,syr,Western Asia,30-49,12-2016,F,M,3.806,0.536,8
Syria,syr,Western Asia,30-49,12-2016,F,F,3.806,0.536,7
Syria,syr,Western Asia,30-49,12-2016,S,M,3.806,0.536,19
Syria,syr,Western Asia,30-49,12-2016,S,F,3.806,0.536,8
Syria,syr,Western Asia,30-49,11-2016,F,M,3.806,0.536,9
Syria,syr,Western Asia,30-49,11-2016,F,F,3.806,0.536,7
Syria,syr,Western Asia,30-49,11-2016,S,M,3.806,0.536,13
Syria,syr,Western Asia,30-49,11-2016,S,F,3.806,0.536,11
Syria,syr,Western Asia,30-49,5-2015,F,M,3.645,0.538,11
Syria,syr,Western Asia,30-49,5-2015,F,F,3.645,0.538,11
Syria,syr,Western Asia,30-49,5-2015,S,M,3.645,0.538,13
Syria,syr,Western Asia,30-49,5-2015,S,F,3.645,0.538,3
Syria,syr,Western Asia,30-49,10-2016,F,M,3.806,0.536,17
Syria,syr,Western Asia,30-49,10-2016,F,F,3.806,0.536,10
Syria,syr,Western Asia,30-49,10-2016,S,M,3.806,0.536,20
Syria,syr,Western Asia,30-49,10-2016,S,F,3.806,0.536,7
Syria,syr,Western Asia,30-49,7-2017,F,M,3.814,0.536,16
Syria,syr,Western Asia,30-49,7-2017,F,F,3.814,0.536,11
Syria,syr,Western Asia,30-49,7-2017,S,M,3.814,0.536,15
Syria,syr,Western Asia,30-49,7-2017,S,F,3.814,0.536,5
Syria,syr,Western Asia,30-49,8-2016,F,M,3.806,0.536,19
Syria,syr,Western Asia,30-49,8-2016,F,F,3.806,0.536,10
Syria,syr,Western Asia,30-49,8-2016,S,M,3.806,0.536,21
Syria,syr,Western Asia,30-49,8-2016,S,F,3.806,0.536,11
Syria,syr,Western Asia,30-49,5-2018,F,M,3.6,0.536,8
Syria,syr,Western Asia,30-49,5-2018,F,F,3.6,0.536,5
Syria,syr,Western Asia,30-49,5-2018,S,M,3.6,0.536,14
Syria,syr,Western Asia,30-49,5-2018,S,F,3.6,0.536,7
Syria,syr,Western Asia,30-49,9-2015,F,M,3.645,0.538,10
Syria,syr,Western Asia,30-49,9-2015,F,F,3.645,0.538,8
Syria,syr,Western Asia,30-49,9-2015,S,M,3.645,0.538,8
Syria,syr,Western Asia,30-49,9-2015,S,F,3.645,0.538,8
Syria,syr,Western Asia,30-49,1-2015,F,M,3.645,0.538,7
Syria,syr,Western Asia,30-49,1-2015,F,F,3.645,0.538,7
Syria,syr,Western Asia,30-49,1-2015,S,M,3.645,0.538,8
Syria,syr,Western Asia,30-49,1-2015,S,F,3.645,0.538,4
Syria,syr,Western Asia,30-49,3-2017,F,M,3.814,0.536,15
Syria,syr,Western Asia,30-49,3-2017,F,F,3.814,0.536,12
Syria,syr,Western Asia,30-49,3-2017,S,M,3.814,0.536,11
Syria,syr,Western Asia,30-49,3-2017,S,F,3.814,0.536,8
Syria,syr,Western Asia,30-49,3-2016,F,M,3.806,0.536,7
Syria,syr,Western Asia,30-49,3-2016,F,F,3.806,0.536,7
Syria,syr,Western Asia,30-49,3-2016,S,M,3.806,0.536,9
Syria,syr,Western Asia,30-49,3-2016,S,F,3.806,0.536,3
Syria,syr,Western Asia,9-17,5-2016,F,M,3.806,0.536,19
Syria,syr,Western Asia,9-17,5-2016,F,F,3.806,0.536,14
Syria,syr,Western Asia,9-17,5-2016,S,M,3.806,0.536,15
Syria,syr,Western Asia,9-17,5-2016,S,F,3.806,0.536,4
Syria,syr,Western Asia,9-17,4-2015,F,M,3.645,0.538,9
Syria,syr,Western Asia,9-17,4-2015,F,F,3.645,0.538,4
Syria,syr,Western Asia,9-17,4-2015,S,M,3.645,0.538,4
Syria,syr,Western Asia,9-17,4-2015,S,F,3.645,0.538,5
Syria,syr,Western Asia,9-17,12-2015,F,M,3.645,0.538,6
Syria,syr,Western Asia,9-17,12-2015,F,F,3.645,0.538,1
Syria,syr,Western Asia,9-17,12-2015,S,M,3.645,0.538,7
Syria,syr,Western Asia,9-17,10-2018,F,M,3.6,0.536,5
Syria,syr,Western Asia,9-17,10-2018,F,F,3.6,0.536,2
Syria,syr,Western Asia,9-17,10-2018,S,M,3.6,0.536,6
Syria,syr,Western Asia,9-17,10-2018,S,F,3.6,0.536,3
Syria,syr,Western Asia,9-17,8-2018,F,M,3.6,0.536,8
Syria,syr,Western Asia,9-17,8-2018,F,F,3.6,0.536,1
Syria,syr,Western Asia,9-17,8-2018,S,M,3.6,0.536,10
Syria,syr,Western Asia,9-17,8-2018,S,F,3.6,0.536,5
Syria,syr,Western Asia,9-17,1-2016,F,M,3.806,0.536,12
Syria,syr,Western Asia,9-17,1-2016,F,F,3.806,0.536,6
Syria,syr,Western Asia,9-17,1-2016,S,M,3.806,0.536,8
Syria,syr,Western Asia,9-17,1-2016,S,F,3.806,0.536,6
Syria,syr,Western Asia,9-17,9-2016,F,M,3.806,0.536,16
Syria,syr,Western Asia,9-17,9-2016,F,F,3.806,0.536,10
Syria,syr,Western Asia,9-17,9-2016,S,M,3.806,0.536,11
Syria,syr,Western Asia,9-17,9-2016,S,F,3.806,0.536,4
Syria,syr,Western Asia,9-17,7-2016,F,M,3.806,0.536,14
Syria,syr,Western Asia,9-17,7-2016,F,F,3.806,0.536,8
Syria,syr,Western Asia,9-17,7-2016,S,M,3.806,0.536,9
Syria,syr,Western Asia,9-17,7-2016,S,F,3.806,0.536,2
Syria,syr,Western Asia,9-17,4-2017,F,M,3.814,0.536,17
Syria,syr,Western Asia,9-17,4-2017,F,F,3.814,0.536,8
Syria,syr,Western Asia,9-17,4-2017,S,M,3.814,0.536,6
Syria,syr,Western Asia,9-17,4-2017,S,F,3.814,0.536,3
Syria,syr,Western Asia,9-17,11-2018,F,M,3.6,0.536,8
Syria,syr,Western Asia,9-17,11-2018,F,F,3.6,0.536,2
Syria,syr,Western Asia,9-17,11-2018,S,M,3.6,0.536,8
Syria,syr,Western Asia,9-17,9-2018,F,M,3.6,0.536,6
Syria,syr,Western Asia,9-17,9-2018,F,F,3.6,0.536,7
Syria,syr,Western Asia,9-17,9-2018,S,M,3.6,0.536,10
Syria,syr,Western Asia,9-17,9-2018,S,F,3.6,0.536,5
Syria,syr,Western Asia,9-17,2-2016,F,M,3.806,0.536,8
Syria,syr,Western Asia,9-17,2-2016,F,F,3.806,0.536,1
Syria,syr,Western Asia,9-17,2-2016,S,M,3.806,0.536,9
Syria,syr,Western Asia,9-17,1-2017,F,M,3.814,0.536,4
Syria,syr,Western Asia,9-17,1-2017,F,F,3.814,0.536,2
Syria,syr,Western Asia,9-17,1-2017,S,M,3.814,0.536,8
Syria,syr,Western Asia,9-17,1-2017,S,F,3.814,0.536,3
Syria,syr,Western Asia,9-17,9-2017,F,M,3.814,0.536,13
Syria,syr,Western Asia,9-17,9-2017,F,F,3.814,0.536,4
Syria,syr,Western Asia,9-17,9-2017,S,M,3.814,0.536,10
Syria,syr,Western Asia,9-17,9-2017,S,F,3.814,0.536,7
Syria,syr,Western Asia,9-17,3-2018,F,M,3.6,0.536,5
Syria,syr,Western Asia,9-17,3-2018,F,F,3.6,0.536,8
Syria,syr,Western Asia,9-17,3-2018,S,M,3.6,0.536,4
Syria,syr,Western Asia,9-17,3-2018,S,F,3.6,0.536,3
Syria,syr,Western Asia,9-17,8-2017,F,M,3.814,0.536,7
Syria,syr,Western Asia,9-17,8-2017,F,F,3.814,0.536,9
Syria,syr,Western Asia,9-17,8-2017,S,M,3.814,0.536,12
Syria,syr,Western Asia,9-17,8-2017,S,F,3.814,0.536,6
Syria,syr,Western Asia,9-17,12-2018,F,M,3.6,0.536,4
Syria,syr,Western Asia,9-17,12-2018,F,F,3.6,0.536,4
Syria,syr,Western Asia,9-17,12-2018,S,M,3.6,0.536,5
Syria,syr,Western Asia,9-17,12-2018,S,F,3.6,0.536,1
Syria,syr,Western Asia,9-17,10-2017,F,M,3.814,0.536,31
Syria,syr,Western Asia,9-17,10-2017,F,F,3.814,0.536,7
Syria,syr,Western Asia,9-17,10-2017,S,M,3.814,0.536,9
Syria,syr,Western Asia,9-17,10-2017,S,F,3.814,0.536,10
Syria,syr,Western Asia,9-17,7-2015,F,M,3.645,0.538,13
Syria,syr,Western Asia,9-17,7-2015,F,F,3.645,0.538,7
Syria,syr,Western Asia,9-17,7-2015,S,M,3.645,0.538,12
Syria,syr,Western Asia,9-17,7-2015,S,F,3.645,0.538,5
Syria,syr,Western Asia,9-17,11-2017,F,M,3.814,0.536,9
Syria,syr,Western Asia,9-17,11-2017,F,F,3.814,0.536,6
Syria,syr,Western Asia,9-17,11-2017,S,M,3.814,0.536,4
Syria,syr,Western Asia,9-17,11-2017,S,F,3.814,0.536,3
Syria,syr,Western Asia,9-17,6-2017,F,M,3.814,0.536,11
Syria,syr,Western Asia,9-17,6-2017,F,F,3.814,0.536,10
Syria,syr,Western Asia,9-17,6-2017,S,M,3.814,0.536,8
Syria,syr,Western Asia,9-17,6-2017,S,F,3.814,0.536,5
Syria,syr,Western Asia,9-17,5-2017,F,M,3.814,0.536,12
Syria,syr,Western Asia,9-17,5-2017,F,F,3.814,0.536,9
Syria,syr,Western Asia,9-17,5-2017,S,M,3.814,0.536,4
Syria,syr,Western Asia,9-17,5-2017,S,F,3.814,0.536,6
Syria,syr,Western Asia,9-17,10-2015,F,M,3.645,0.538,2
Syria,syr,Western Asia,9-17,10-2015,F,F,3.645,0.538,4
Syria,syr,Western Asia,9-17,10-2015,S,M,3.645,0.538,6
Syria,syr,Western Asia,9-17,10-2015,S,F,3.645,0.538,1
Syria,syr,Western Asia,9-17,6-2016,F,M,3.806,0.536,8
Syria,syr,Western Asia,9-17,6-2016,F,F,3.806,0.536,3
Syria,syr,Western Asia,9-17,6-2016,S,M,3.806,0.536,11
Syria,syr,Western Asia,9-17,6-2016,S,F,3.806,0.536,3
Syria,syr,Western Asia,9-17,12-2017,F,M,3.814,0.536,3
Syria,syr,Western Asia,9-17,12-2017,F,F,3.814,0.536,5
Syria,syr,Western Asia,9-17,12-2017,S,M,3.814,0.536,3
Syria,syr,Western Asia,9-17,12-2017,S,F,3.814,0.536,3
Syria,syr,Western Asia,9-17,7-2018,F,M,3.6,0.536,15
Syria,syr,Western Asia,9-17,7-2018,F,F,3.6,0.536,12
Syria,syr,Western Asia,9-17,7-2018,S,M,3.6,0.536,9
Syria,syr,Western Asia,9-17,7-2018,S,F,3.6,0.536,4
Syria,syr,Western Asia,9-17,4-2016,F,M,3.806,0.536,10
Syria,syr,Western Asia,9-17,4-2016,F,F,3.806,0.536,8
Syria,syr,Western Asia,9-17,4-2016,S,M,3.806,0.536,6
Syria,syr,Western Asia,9-17,4-2016,S,F,3.806,0.536,7
Syria,syr,Western Asia,9-17,11-2015,F,M,3.645,0.538,11
Syria,syr,Western Asia,9-17,11-2015,F,F,3.645,0.538,7
Syria,syr,Western Asia,9-17,11-2015,S,M,3.645,0.538,4
Syria,syr,Western Asia,9-17,2-2017,F,M,3.814,0.536,7
Syria,syr,Western Asia,9-17,2-2017,F,F,3.814,0.536,4
Syria,syr,Western Asia,9-17,2-2017,S,M,3.814,0.536,9
Syria,syr,Western Asia,9-17,2-2017,S,F,3.814,0.536,7
Syria,syr,Western Asia,9-17,6-2018,F,M,3.6,0.536,16
Syria,syr,Western Asia,9-17,6-2018,F,F,3.6,0.536,7
Syria,syr,Western Asia,9-17,6-2018,S,M,3.6,0.536,7
Syria,syr,Western Asia,9-17,6-2018,S,F,3.6,0.536,5
Syria,syr,Western Asia,9-17,2-2018,F,M,3.6,0.536,9
Syria,syr,Western Asia,9-17,2-2018,F,F,3.6,0.536,3
Syria,syr,Western Asia,9-17,2-2018,S,M,3.6,0.536,5
Syria,syr,Western Asia,9-17,2-2018,S,F,3.6,0.536,2
Syria,syr,Western Asia,9-17,3-2015,F,M,3.645,0.538,9
Syria,syr,Western Asia,9-17,3-2015,F,F,3.645,0.538,5
Syria,syr,Western Asia,9-17,3-2015,S,M,3.645,0.538,8
Syria,syr,Western Asia,9-17,3-2015,S,F,3.645,0.538,2
Syria,syr,Western Asia,9-17,8-2015,F,M,3.645,0.538,9
Syria,syr,Western Asia,9-17,8-2015,F,F,3.645,0.538,2
Syria,syr,Western Asia,9-17,8-2015,S,M,3.645,0.538,13
Syria,syr,Western Asia,9-17,8-2015,S,F,3.645,0.538,4
Syria,syr,Western Asia,9-17,6-2015,F,M,3.645,0.538,25
Syria,syr,Western Asia,9-17,6-2015,F,F,3.645,0.538,6
Syria,syr,Western Asia,9-17,6-2015,S,M,3.645,0.538,3
Syria,syr,Western Asia,9-17,6-2015,S,F,3.645,0.538,7
Syria,syr,Western Asia,9-17,1-2018,F,M,3.6,0.536,3
Syria,syr,Western Asia,9-17,1-2018,F,F,3.6,0.536,4
Syria,syr,Western Asia,9-17,1-2018,S,M,3.6,0.536,4
Syria,syr,Western Asia,9-17,1-2018,S,F,3.6,0.536,1
Syria,syr,Western Asia,9-17,2-2015,F,M,3.645,0.538,7
Syria,syr,Western Asia,9-17,2-2015,F,F,3.645,0.538,5
Syria,syr,Western Asia,9-17,2-2015,S,M,3.645,0.538,5
Syria,syr,Western Asia,9-17,2-2015,S,F,3.645,0.538,1
Syria,syr,Western Asia,9-17,4-2018,F,M,3.6,0.536,7
Syria,syr,Western Asia,9-17,4-2018,F,F,3.6,0.536,4
Syria,syr,Western Asia,9-17,4-2018,S,M,3.6,0.536,5
Syria,syr,Western Asia,9-17,4-2018,S,F,3.6,0.536,4
Syria,syr,Western Asia,9-17,12-2016,F,M,3.806,0.536,4
Syria,syr,Western Asia,9-17,12-2016,F,F,3.806,0.536,3
Syria,syr,Western Asia,9-17,12-2016,S,M,3.806,0.536,6
Syria,syr,Western Asia,9-17,12-2016,S,F,3.806,0.536,3
Syria,syr,Western Asia,9-17,11-2016,F,M,3.806,0.536,13
Syria,syr,Western Asia,9-17,11-2016,F,F,3.806,0.536,4
Syria,syr,Western Asia,9-17,11-2016,S,M,3.806,0.536,8
Syria,syr,Western Asia,9-17,11-2016,S,F,3.806,0.536,6
Syria,syr,Western Asia,9-17,5-2015,F,M,3.645,0.538,8
Syria,syr,Western Asia,9-17,5-2015,F,F,3.645,0.538,2
Syria,syr,Western Asia,9-17,5-2015,S,M,3.645,0.538,8
Syria,syr,Western Asia,9-17,5-2015,S,F,3.645,0.538,3
Syria,syr,Western Asia,9-17,10-2016,F,M,3.806,0.536,11
Syria,syr,Western Asia,9-17,10-2016,F,F,3.806,0.536,1
Syria,syr,Western Asia,9-17,10-2016,S,M,3.806,0.536,4
Syria,syr,Western Asia,9-17,10-2016,S,F,3.806,0.536,6
Syria,syr,Western Asia,9-17,7-2017,F,M,3.814,0.536,12
Syria,syr,Western Asia,9-17,7-2017,F,F,3.814,0.536,10
Syria,syr,Western Asia,9-17,7-2017,S,M,3.814,0.536,14
Syria,syr,Western Asia,9-17,7-2017,S,F,3.814,0.536,12
Syria,syr,Western Asia,9-17,8-2016,F,M,3.806,0.536,28
Syria,syr,Western Asia,9-17,8-2016,F,F,3.806,0.536,11
Syria,syr,Western Asia,9-17,8-2016,S,M,3.806,0.536,19
Syria,syr,Western Asia,9-17,8-2016,S,F,3.806,0.536,5
Syria,syr,Western Asia,9-17,5-2018,F,M,3.6,0.536,5
Syria,syr,Western Asia,9-17,5-2018,F,F,3.6,0.536,2
Syria,syr,Western Asia,9-17,5-2018,S,M,3.6,0.536,8
Syria,syr,Western Asia,9-17,5-2018,S,F,3.6,0.536,2
Syria,syr,Western Asia,9-17,9-2015,F,M,3.645,0.538,13
Syria,syr,Western Asia,9-17,9-2015,F,F,3.645,0.538,4
Syria,syr,Western Asia,9-17,9-2015,S,M,3.645,0.538,4
Syria,syr,Western Asia,9-17,9-2015,S,F,3.645,0.538,7
Syria,syr,Western Asia,9-17,1-2015,F,M,3.645,0.538,8
Syria,syr,Western Asia,9-17,1-2015,F,F,3.645,0.538,1
Syria,syr,Western Asia,9-17,1-2015,S,M,3.645,0.538,1
Syria,syr,Western Asia,9-17,1-2015,S,F,3.645,0.538,1
Syria,syr,Western Asia,9-17,3-2017,F,M,3.814,0.536,9
Syria,syr,Western Asia,9-17,3-2017,F,F,3.814,0.536,5
Syria,syr,Western Asia,9-17,3-2017,S,M,3.814,0.536,4
Syria,syr,Western Asia,9-17,3-2017,S,F,3.814,0.536,2
Syria,syr,Western Asia,9-17,3-2016,F,M,3.806,0.536,5
Syria,syr,Western Asia,9-17,3-2016,F,F,3.806,0.536,6
Syria,syr,Western Asia,9-17,3-2016,S,M,3.806,0.536,5
Syria,syr,Western Asia,9-17,3-2016,S,F,3.806,0.536,4
Syria,syr,Western Asia,70+,3-2018,F,M,3.6,0.536,2
Syria,syr,Western Asia,70+,3-2018,F,F,3.6,0.536,1
Syria,syr,Western Asia,70+,5-2016,F,M,3.806,0.536,1
Syria,syr,Western Asia,70+,7-2015,F,M,3.645,0.538,1
Syria,syr,Western Asia,70+,7-2015,F,F,3.645,0.538,1
Syria,syr,Western Asia,70+,6-2018,F,M,3.6,0.536,2
Syria,syr,Western Asia,70+,2-2016,F,F,3.806,0.536,2
Syria,syr,Western Asia,70+,6-2015,F,M,3.645,0.538,3
Syria,syr,Western Asia,70+,6-2015,F,F,3.645,0.538,2
Syria,syr,Western Asia,70+,7-2016,F,M,3.806,0.536,1
Syria,syr,Western Asia,70+,10-2016,F,M,3.806,0.536,1
Syria,syr,Western Asia,70+,10-2016,F,F,3.806,0.536,1
Syria,syr,Western Asia,70+,2-2018,F,M,3.6,0.536,1
Syria,syr,Western Asia,70+,8-2016,F,M,3.806,0.536,1
Syria,syr,Western Asia,70+,1-2018,F,M,3.6,0.536,1
Syria,syr,Western Asia,70+,1-2018,F,F,3.6,0.536,1
Syria,syr,Western Asia,50-69,10-2015,F,F,3.645,0.538,1
Syria,syr,Western Asia,50-69,6-2016,F,M,3.806,0.536,4
Syria,syr,Western Asia,50-69,6-2016,F,F,3.806,0.536,4
Syria,syr,Western Asia,50-69,5-2016,F,M,3.806,0.536,4
Syria,syr,Western Asia,50-69,5-2016,F,F,3.806,0.536,4
Syria,syr,Western Asia,50-69,5-2016,S,M,3.806,0.536,1
Syria,syr,Western Asia,50-69,7-2018,F,F,3.6,0.536,1
Syria,syr,Western Asia,50-69,1-2017,F,M,3.814,0.536,3
Syria,syr,Western Asia,50-69,1-2017,F,F,3.814,0.536,2
Syria,syr,Western Asia,50-69,4-2015,F,M,3.645,0.538,5
Syria,syr,Western Asia,50-69,4-2015,F,F,3.645,0.538,6
Syria,syr,Western Asia,50-69,12-2015,F,M,3.645,0.538,1
Syria,syr,Western Asia,50-69,10-2018,S,M,3.6,0.536,1
Syria,syr,Western Asia,50-69,6-2017,F,M,3.814,0.536,1
Syria,syr,Western Asia,50-69,6-2017,F,F,3.814,0.536,2
Syria,syr,Western Asia,50-69,6-2017,S,M,3.814,0.536,3
Syria,syr,Western Asia,50-69,1-2016,F,M,3.806,0.536,3
Syria,syr,Western Asia,50-69,1-2016,F,F,3.806,0.536,2
Syria,syr,Western Asia,50-69,9-2016,F,M,3.806,0.536,1
Syria,syr,Western Asia,50-69,9-2016,F,F,3.806,0.536,1
Syria,syr,Western Asia,50-69,1-2015,F,F,3.645,0.538,1
Syria,syr,Western Asia,50-69,1-2015,S,M,3.645,0.538,1
Syria,syr,Western Asia,50-69,4-2017,F,M,3.814,0.536,2
Syria,syr,Western Asia,50-69,4-2017,F,F,3.814,0.536,1
Syria,syr,Western Asia,50-69,6-2018,F,M,3.6,0.536,2
Syria,syr,Western Asia,50-69,6-2018,F,F,3.6,0.536,1
Syria,syr,Western Asia,50-69,2-2018,F,M,3.6,0.536,1
Syria,syr,Western Asia,50-69,2-2018,F,F,3.6,0.536,1
Syria,syr,Western Asia,50-69,3-2015,F,M,3.645,0.538,2
Syria,syr,Western Asia,50-69,3-2015,F,F,3.645,0.538,3
Syria,syr,Western Asia,50-69,3-2017,F,M,3.814,0.536,1
Syria,syr,Western Asia,50-69,3-2017,F,F,3.814,0.536,1
Syria,syr,Western Asia,50-69,8-2015,F,M,3.645,0.538,1
Syria,syr,Western Asia,50-69,8-2015,F,F,3.645,0.538,1
Syria,syr,Western Asia,50-69,6-2015,F,M,3.645,0.538,1
Syria,syr,Western Asia,50-69,6-2015,F,F,3.645,0.538,2
Syria,syr,Western Asia,50-69,11-2016,F,F,3.806,0.536,1
Syria,syr,Western Asia,50-69,4-2018,F,M,3.6,0.536,1
Syria,syr,Western Asia,50-69,2-2015,S,M,3.645,0.538,1
Syria,syr,Western Asia,50-69,9-2018,F,M,3.6,0.536,2
Syria,syr,Western Asia,50-69,9-2018,F,F,3.6,0.536,2
Syria,syr,Western Asia,50-69,5-2018,F,F,3.6,0.536,1
Syria,syr,Western Asia,50-69,12-2016,F,F,3.806,0.536,1
Syria,syr,Western Asia,50-69,2-2016,F,M,3.806,0.536,4
Syria,syr,Western Asia,50-69,2-2016,F,F,3.806,0.536,2
Syria,syr,Western Asia,50-69,5-2015,F,M,3.645,0.538,2
Syria,syr,Western Asia,50-69,5-2015,F,F,3.645,0.538,1
Syria,syr,Western Asia,50-69,10-2016,F,M,3.806,0.536,2
Syria,syr,Western Asia,50-69,10-2016,F,F,3.806,0.536,1
Syria,syr,Western Asia,50-69,7-2017,F,M,3.814,0.536,2
Syria,syr,Western Asia,50-69,9-2017,F,M,3.814,0.536,2
Syria,syr,Western Asia,50-69,9-2017,F,F,3.814,0.536,1
Syria,syr,Western Asia,50-69,9-2017,S,M,3.814,0.536,1
Syria,syr,Western Asia,50-69,4-2016,F,M,3.806,0.536,3
Syria,syr,Western Asia,50-69,4-2016,F,F,3.806,0.536,2
Syria,syr,Western Asia,50-69,8-2016,F,M,3.806,0.536,2
Syria,syr,Western Asia,50-69,8-2016,F,F,3.806,0.536,1
